SuperBuiltUp Area,Area,Carpet Area,Price,FloorNumber,Parking,Furnishing,Location,Flooring,Bathrooms,Bedrooms,Balconies,Property
,,630,95,5,,Semifurnished,Deepak Nagar,Vitrified,2,2,3,Residential Apartment
1165,,,79.51,6,1,Unfurnished,Sector 17 Ulwe,Vitrified,2,2,1,Residential Apartment
1470,,,98.51,8,1,Unfurnished,Sector-18 Ulwe,Vitrified,2,3,3,Residential Apartment
1005,1000,640,85,11,,Semifurnished,kavesar,Vitrified,2,2,0,Residential Apartment
600,,420,89,4,,Furnished,Kandivali (East),Vitrified,2,1,0,Residential Apartment
650,,,50,1,1,Unfurnished,Sector-34 Kharghar,Vitrified,1,1,2,Residential Apartment
1250,1245,850,165,2,1,,Lokhandwala township,Vitrified,2,3,0,Residential Apartment
575,,450,98,5,,Unfurnished,Kandivali (East),Vitrified,2,1,1,Residential Apartment
500,,350,70,1,,Semifurnished,Kandivali (East),Vitrified,2,1,1,Residential Apartment
970,776,630,67.9,15,1,Furnished,Mira Road,Vitrified,2,2,3,Residential Apartment
1060,,,81.5,13,,Unfurnished,ay Nagar,Vitrified,3,3,3,Residential Apartment
,665,,53,1,1,,Sector 21 Ghansoli,Vitrified,1,1,1,Residential Apartment
,690,,95,2,,Unfurnished,Panch Pakhadi,,2,2,0,Residential Apartment
,565,400,21,3,1,Unfurnished,Lakshmiben Chedda Nagar,Vitrified,1,1,2,Residential Apartment
525,,,20,2,,,Dombivli (East),,1,1,0,Residential Apartment
1115,,,61.33,9,1,Unfurnished,Taloja Panchanand,Vitrified,2,2,2,Residential Apartment
1010,999,750,137,10,1,Semifurnished,Thane West,Vitrified,2,2,0,Residential Apartment
1020,,,66,11,,Unfurnished,Bevarly Park,Vitrified,2,2,3,Residential Apartment
,550,400,38,4,2,,Karanjade,,1,1,3,Residential Apartment
690,,,39,6,10,Unfurnished,Dombivli (West),Vitrified,1,1,1,Residential Apartment
1150,,,170,1,1,,Motilal Nagar II,,2,2,0,Residential Apartment
,,675,166,3,1,Unfurnished,Malad (West),Vitrified,2,2,3,Residential Apartment
1750,,1250,330,19,1,Unfurnished,Thakur Village,Vitrified,3,3,1,Residential Apartment
,,675,176,16,1,Unfurnished,Malad (West),Vitrified,2,2,3,Residential Apartment
850,,,52,5,1,Unfurnished,Mira Road,,2,2,2,Residential Apartment
860,,690,175,6,1,Semifurnished,Thakur Village,Vitrified,2,2,1,Residential Apartment
,,585,100,15,1,Semifurnished,Majiwada,Vitrified,2,2,0,Residential Apartment
,,800,222,15,1,Furnished,Malad (West),Vitrified,3,3,3,Residential Apartment
1015,,,44.66,7,1,Unfurnished,Taloja Panchanand,Vitrified,2,2,3,Residential Apartment
980,,,44.1,8,1,Unfurnished,Taloja Panchanand,Vitrified,2,2,3,Residential Apartment
940,,,42.3,11,1,Unfurnished,Taloja Panchanand,Vitrified,2,2,3,Residential Apartment
650,580,480,115,7,1,,Sector 8 Airoli,Vitrified,1,1,2,Residential Apartment
,,550,141,2,1,Unfurnished,Malad (West),Vitrified,2,2,2,Residential Apartment
750,700,500,60,1,1,Unfurnished,Sector-12 Kamothe,,1,1,3,Residential Apartment
510,,,19.5,,1,Unfurnished,Nilemore,Vitrified,1,1,0,Residential Apartment
590,,,22.5,1,1,Unfurnished,Nilemore,Vitrified,1,1,1,Residential Apartment
,700,500,160,8,1,,Wadala East,Vitrified,2,2,0,Residential Apartment
,1560,,87,1,1,Unfurnished,Kamothe,Vitrified,2,2,3,Residential Apartment
700,,600,160,3,,Furnished,Girgaon,Marble,1,2,1,Residential Apartment
1000,900,560,95,4,1,Semifurnished,Brahmand,Vitrified,2,2,3,Residential Apartment
660,580,423,85,3,1,Unfurnished,Airoli,Vitrified,1,1,2,Residential Apartment
660,580,420,80,5,,Unfurnished,Airoli,Vitrified,1,1,2,Residential Apartment
,630,,43,3,1,,Sector 19 Kamothe,,1,1,2,Residential Apartment
,685,,52.5,3,1,,Sector 22 Kamothe,,1,1,2,Residential Apartment
,,680,150,4,1,Furnished,Andheri (East),Vitrified,2,2,1,Residential Apartment
,1050,,68,8,1,,Kamothe,,2,2,3,Residential Apartment
,1200,,73.5,2,2,,Sector 21 Kamothe,,2,2,3,Residential Apartment
565,,,47,2,,Semifurnished,Sector 11 Kamothe,Others,1,1,3,Residential Apartment
,420,,23.1,2,,,Dombivli (East),Vitrified,1,1,1,Residential Apartment
650,,,106,13,1,,Motilal Nagar II,,2,1,0,Residential Apartment
,506,,235,1,,,Khar West,,2,1,0,Residential Apartment
1350,,,212,2,1,,Motilal Nagar II,,2,3,0,Residential Apartment
,355,300,70,3,1,,g Colony,,1,1,0,Residential Apartment
1475,,1000,249,6,1,Unfurnished,Bhandup (West),Vitrified,2,3,1,Residential Apartment
945,,652,210,11,1,,Vakola,Vitrified,2,2,0,Residential Apartment
650,,,43,5,1,Unfurnished,Sector 19 Kamothe,Vitrified,1,1,3,Residential Apartment
,,1000,320,6,1,,Borivali (West),,3,3,0,Residential Apartment
545,,388,22,,1,,Ambernath,,1,1,1,Residential Apartment
740,,,32,3,1,Furnished,Ambernath,Spartex,2,2,0,Residential Apartment
,550,330,31,4,1,Unfurnished,Kamothe,,1,1,0,Residential Apartment
277,,,35,3,,Furnished,agar,Vitrified,1,1,0,Residential Apartment
,651,,45,2,1,,Sector 20 Kamothe,,1,1,2,Residential Apartment
535,,,22.5,6,2,Furnished,Morya Nagar,Vitrified,1,1,2,Residential Apartment
,1080,,77,4,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
,650,,47,5,1,,Kamothe,,1,1,2,Residential Apartment
,1000,,60,1,1,,Sector 10 Kamothe,,2,2,3,Residential Apartment
950,800,650,165,9,1,,choli Bunder,Vitrified,2,2,0,Residential Apartment
962,,,95,3,2,Furnished,Parsik Nagar,Marble,2,2,1,Residential Apartment
930,,,155,16,,Furnished,Lokhandwala township,Vitrified,2,2,1,Residential Apartment
900,,,55.5,9,1,Unfurnished,Sector 22 Kamothe,Vitrified,2,2,3,Residential Apartment
1400,,904,215,14,1,,dspace,Marble,3,3,0,Residential Apartment
1450,1200,950,220,5,1,,choli Bunder,Vitrified,3,3,0,Residential Apartment
,640,,65,3,,Unfurnished,Sector-8A Airoli,,1,1,2,Residential Apartment
,1500,1100,550,10,,Furnished,Prabhadevi,Wood,3,3,0,Residential Apartment
,650,,150,4,,Unfurnished,Davri Nagar,,1,2,0,Residential Apartment
,,450,25,3,,,Badlapur,,1,1,2,Residential Apartment
350,,,45,1,,Unfurnished,Kapaswadi,Vitrified,1,1,,Residential Apartment
,,550,110,1,1,,Milat Nagar,,1,1,0,Residential Apartment
428,,,26.5,7,1,,Diva,,1,1,2,Residential Apartment
,380,,25,,1,,Ambernath,,1,1,0,Residential Apartment
1125,1050,700,155,10,2,Unfurnished,Tilak Nagar,Vitrified,2,2,2,Residential Apartment
,570,,48,4,,Furnished,Tilak Nagar,Others,1,1,2,Residential Apartment
600,,,48,5,,,Bharti Nagar,,2,1,1,Residential Apartment
,1176,882,,1,2,Furnished,Jankalyan Nagar,Vitrified,2,3,0,Residential Apartment
,1090,,41,3,1,Unfurnished,Ambernath,Vitrified,2,2,1,Residential Apartment
650,500,400,60,3,,,Bonkode,Vitrified,1,1,2,Residential Apartment
,,360,35,4,1,Unfurnished,Dombivli (East),Others,1,1,1,Residential Apartment
,1400,,95,9,,Unfurnished,Kamothe,,3,3,3,Residential Apartment
,520,,25,1,,,Virar East,Vitrified,1,1,0,Residential Apartment
,620,450,43,7,1,Furnished,thakurli,,1,1,1,Residential Apartment
,2000,,200,,1,,Mira Road,,4,3,3,Residential Apartment
,550,,57,1,,,Sector 26 Vashi,,1,1,2,Residential Apartment
,1550,1022,278,21,1,,Kanjur Marg (East),Wood,3,3,1,Residential Apartment
,422,,,2,,Unfurnished,Sector-4 Airoli,Vitrified,1,1,0,Residential Apartment
,1200,,58,,,,Ambernath,,2,3,0,Independent House/Villa
,1034,750,69.95,3,1,Semifurnished,Sanpada,Ceramic,2,2,0,Residential Apartment
,575,,25,3,,,Kalyan (East),Ceramic,1,1,0,Residential Apartment
950,920,720,108,8,,Unfurnished,Vasant Vihar,Vitrified,2,2,1,Residential Apartment
580,,410,80,6,,Semifurnished,Vasant Vihar,Vitrified,1,1,0,Residential Apartment
580,560,420,69,5,,Unfurnished,Manpada,Vitrified,1,1,0,Residential Apartment
,550,447,69,1,1,Semifurnished,Manpada,Vitrified,1,1,0,Residential Apartment
,630,,28.5,3,1,,Taloja,,1,1,0,Independent/Builder Floor
,500,,35,,,,Bhayander (East),,2,1,0,Residential Apartment
1000,870,720,160,3,1,Unfurnished,Sector 14 Vashi,Vitrified,2,2,0,Residential Apartment
,650,,38,4,,,New Panvel,,1,1,0,Residential Apartment
1150,1000,850,70,,1,Unfurnished,Sector-10 New Panvel,Marble,2,2,1,Residential Apartment
,1100,760,185,5,1,Furnished,Raheja Vihar,Marble,2,2,0,Residential Apartment
,1050,,185,4,1,,Raheja Vihar,Vitrified,2,2,0,Residential Apartment
575,,,40,1,,Furnished,Bhayander (East),Mosaic,2,1,1,Residential Apartment
,,940,50,3,,,Kalher,Ceramic,2,2,3,Residential Apartment
,,766,250,4,1,Semifurnished,Vakola,,2,2,3,Residential Apartment
,615,,60,3,1,,Karave Nagar,Vitrified,1,1,2,Residential Apartment
,918,,70,2,1,Unfurnished,Sector 22 Kamothe,Vitrified,2,2,2,Residential Apartment
935,,654,49,1,1,Furnished,Vichumbe,,2,2,0,Residential Apartment
,80,627,150,12,1,Semifurnished,Mulund (East),,2,2,0,Residential Apartment
980,,,71,4,1,Furnished,Mira Bhayandar,,2,2,3,Residential Apartment
,550,,75,,,,Andheri (West),,2,1,0,Residential Apartment
535,411,365,43.99,3,,,Sector-16 New Panvel,,1,1,0,Residential Apartment
,350,,70,3,1,,Vijay Nagar,,1,1,0,Other
1621,,1200,410,4,2,Furnished,Vashi,Vitrified,3,4,0,Residential Apartment
,645,450,25,1,1,Unfurnished,New Panvel,Vitrified,1,1,2,Residential Apartment
,640,435,23.22,2,1,,New Panvel,,1,1,2,Residential Apartment
900,880,665,155,5,1,Furnished,Goregaon (West),Mosaic,2,2,0,Residential Apartment
1200,,,80,3,2,,Kharghar,,2,2,2,Residential Apartment
950,830,650,140,5,1,Furnished,Sector-6 Airoli,Vitrified,2,2,0,Residential Apartment
635,,436,25,6,,,Manjarli,Vitrified,1,1,3,Residential Apartment
,,,95,1,1,Unfurnished,Mulund Colony,,2,3,1,Independent House/Villa
410,,,70,,1,,Mulund (East),,1,1,0,Residential Apartment
,900,650,135,5,1,,Airoli,,2,2,0,Residential Apartment
960,,,174,3,1,Furnished,Saibaba Nagar,Vitrified,2,2,1,Residential Apartment
,620,,85,,1,,Sector-10 Sanpada,,2,1,1,Residential Apartment
620,450,,120,8,,Furnished,Laxmi Nagar,Vinyl,2,1,2,Residential Apartment
,800,,130,4,,Unfurnished,Kandivali (West),Mosaic,2,2,0,Residential Apartment
,648,488,39,5,,Unfurnished,Dombivli (East),,1,1,1,Residential Apartment
630,550,400,99,2,1,Unfurnished,Goregaon (East),Marble,2,1,0,Residential Apartment
965,,650,65,5,1,Unfurnished,Chandan Shanti,,2,2,3,Residential Apartment
1010,850,639,72.72,14,1,Furnished,Mira Road East,Vitrified,2,2,3,Residential Apartment
,,610,244,4,1,,Vile Parle (East),,3,2,0,Residential Apartment
650,,450,85,8,1,,Kandivali (West),Marble,2,1,0,Residential Apartment
,891,,45,,1,Unfurnished,Nilje Gaon,,2,2,1,Residential Apartment
675,550,419,47.92,5,1,Unfurnished,Bevarly Park,Vitrified,1,1,3,Residential Apartment
950,,,200,6,1,Unfurnished,Kandivali (East),Vitrified,2,2,0,Residential Apartment
1150,,,65,6,1,,Karanjade,Vitrified,2,2,2,Residential Apartment
550,485,380,47,2,,Unfurnished,Sector 9 Airoli,Vitrified,1,1,1,Residential Apartment
,,330,12,2,1,,Kalyan (East),Vitrified,1,1,1,Residential Apartment
,510,,28,4,1,Furnished,Dombivli (East),Vitrified,2,1,0,Residential Apartment
,650,555,150,8,1,,Borivali (East),Ceramic,2,2,3,Residential Apartment
,650,,50,2,,Furnished,Nalasopara East,Vitrified,2,2,1,Residential Apartment
,1150,,80,8,1,Unfurnished,Sector-8 Ulwe,Vitrified,2,2,1,Residential Apartment
1050,,650,64,4,2,Semifurnished,Mira Road,,2,2,3,Residential Apartment
900,,550,122,1,1,Furnished,I C Colony,Vitrified,2,2,0,Residential Apartment
,570,410,20.5,3,21,Furnished,Nilemore,Marble,1,1,3,Residential Apartment
475,,,15,1,1,,New Panvel,Vitrified,1,1,1,Independent/Builder Floor
1250,1050,,200,1,1,Semifurnished,Sector 21 Nerul,,2,2,0,Residential Apartment
1050,950,655,197,14,1,Unfurnished,Kandivali (East),Vitrified,2,2,1,Residential Apartment
,900,700,195,14,1,Unfurnished,Kandivali (East),Granite,2,2,3,Residential Apartment
685,,,43,7,1,,Karanjade,Vitrified,2,1,2,Residential Apartment
1100,,,73,12,1,Unfurnished,Roadpali,Vitrified,2,2,2,Residential Apartment
687,515,446,46,11,1,Unfurnished,Karanjade,Vitrified,2,1,2,Residential Apartment
1200,900,780,83,10,1,Unfurnished,Sector 18 Kamothe,Vitrified,2,2,2,Residential Apartment
515,,,22.5,5,,Furnished,Nalasopara (West),Vitrified,1,1,1,Residential Apartment
,,900,139,2,1,,Neelam Nagar,Vitrified,2,2,3,Residential Apartment
1145,1050,700,80,8,1,Unfurnished,Kharghar,Vitrified,2,2,2,Residential Apartment
1295,1100,841,85,6,1,Unfurnished,Roadpali,Vitrified,2,2,3,Residential Apartment
1050,840,,78.75,5,1,Unfurnished,Bhayander (East),Vitrified,2,2,3,Residential Apartment
,590,,20,2,1,Unfurnished,New Panvel,Vitrified,1,1,1,Independent/Builder Floor
1050,,,71,10,1,Furnished,Mira Road,Vitrified,2,2,3,Residential Apartment
1100,900,650,162,7,1,Unfurnished,Goregaon (East),Marble,2,2,3,Residential Apartment
708,,425,43.9,5,,,Mira Road East,Vitrified,2,1,3,Residential Apartment
1250,,,162,12,1,Furnished,Lokhandwala township,Vitrified,3,3,2,Residential Apartment
708,,415,43.9,5,,Unfurnished,Mira Road East,Vitrified,2,1,2,Residential Apartment
710,700,450,51,5,1,Unfurnished,Sector-35 Kamothe,Vitrified,1,1,1,Residential Apartment
1118,951,728,67,7,1,Unfurnished,Karanjade,Ceramic,2,2,3,Residential Apartment
1357,,,88,12,1,,Sector-7 Kamothe,Vitrified,3,3,3,Residential Apartment
,960,670,43,2,1,Unfurnished,New Panvel,Vitrified,2,2,3,Residential Apartment
975,880,645,70,8,1,Unfurnished,Bevarly Park,Vitrified,2,2,3,Residential Apartment
630,,,27,2,,Unfurnished,Nalasopara (West),Vitrified,1,1,1,Residential Apartment
535,,,26,5,,Unfurnished,Nalasopara (West),Vitrified,1,1,1,Residential Apartment
545,,,26,4,,Unfurnished,Nalasopara (West),Vitrified,1,1,1,Residential Apartment
785,,,60,6,1,,Aarey Milk Colony,,2,2,0,Residential Apartment
645,,,44,6,,,Mira Road,Vitrified,1,1,3,Residential Apartment
400,,345,135,2,1,,VSNL Colony,,1,1,0,Residential Apartment
,340,240,36.6,2,1,Unfurnished,Ekta Nagar,Vitrified,1,1,0,Other
1060,1000,740,85,13,1,,Sector-35D Kharghar,Vitrified,2,2,2,Residential Apartment
280,247,215,28.5,2,,Unfurnished,Mira Road,Mosaic,1,1,0,Residential Apartment
1150,,700,125,11,1,,Sector-15 Ghansoli,Vitrified,2,2,3,Residential Apartment
650,,,93,8,1,,Shivaji Nagar,Vitrified,2,1,1,Residential Apartment
1185,1100,780,113,13,1,Unfurnished,Sector-35G Kharghar,Vitrified,2,2,3,Residential Apartment
,1000,,87,13,1,Unfurnished,Sector 17 Ulwe,,2,2,3,Residential Apartment
680,,550,38,2,1,,Kamothe,,1,1,0,Residential Apartment
675,,450,72,14,1,,Ghodbunder Road,,2,1,0,Residential Apartment
1125,,750,96,22,1,,Ghodbunder Road,,2,2,1,Residential Apartment
1026,,,89.5,5,1,,Ghodbunder Road,Vitrified,2,2,1,Residential Apartment
1026,,743,91.25,11,1,,Ghodbunder Road,,2,2,1,Residential Apartment
1171,,838,110,21,1,Unfurnished,Ghodbunder Road,,3,3,1,Residential Apartment
1349,,848,111,15,1,Unfurnished,Ghodbunder Road,,3,3,1,Residential Apartment
1351,,952,118,18,1,Unfurnished,Ghodbunder Road,,3,3,1,Residential Apartment
1561,,1110,141,10,1,,Ghodbunder Road,,3,3,2,Residential Apartment
,530,,47,,,,Pendse Nagar,Vitrified,1,2,0,Residential Apartment
1300,1135,900,90,18,,,Khadakpada,,2,2,3,Residential Apartment
,,590,25,9,2,,Nilemore,Ceramic,1,1,3,Residential Apartment
1800,,1500,775,30,2,Semifurnished,Hiranandani Gardens - Powai,Vitrified,3,3,2,Residential Apartment
1280,1040,800,200,5,1,Unfurnished,Vakola,Marble,2,2,0,Residential Apartment
1048,852,655,211,3,1,Unfurnished,Vakola,Marble,2,2,0,Residential Apartment
,909,686,55,8,1,,Nilje Gaon,,2,2,1,Residential Apartment
,918,665,56,10,1,,Dombivli (East),,2,2,1,Residential Apartment
,645,451,21,2,1,Unfurnished,New Panvel,Vitrified,1,1,2,Independent/Builder Floor
,660,480,20,1,1,Unfurnished,New Panvel,Vitrified,1,1,2,Independent/Builder Floor
700,620,,34,4,,Unfurnished,Taloja Panchanand,Marble,1,1,2,Residential Apartment
620,575,370,23.5,4,2,Furnished,Nalasopara (West),Marble,1,1,3,Residential Apartment
774,,,42,5,1,,Nilje Gaon,,2,2,1,Residential Apartment
,940,709,103,9,,,Pokhran-2,Vitrified,2,2,1,Residential Apartment
1150,1100,750,225,3,2,Furnished,Andheri (East),Mosaic,2,2,0,Residential Apartment
770,,,120,5,,Furnished,Dahisar (East),Marble,2,2,0,Residential Apartment
1050,1049,755,88,10,2,,Mira Road,Vitrified,2,2,3,Residential Apartment
1050,1000,,65,5,1,Semifurnished,Mira Road,Vitrified,2,2,3,Residential Apartment
,919,650,46,2,,Unfurnished,New Panvel,Vitrified,2,2,1,Independent/Builder Floor
685,550,450,44.5,6,1,Unfurnished,Mira Road East,Vitrified,1,1,1,Residential Apartment
1430,,874,280,4,1,Furnished,Chandivali,Vitrified,2,3,1,Residential Apartment
628,,,82,8,,Furnished,Sector 7 Airoli,Marble,1,1,0,Residential Apartment
810,600,500,58.25,14,1,Unfurnished,Mira Road,Vitrified,2,2,2,Residential Apartment
1125,,731,75,11,1,Unfurnished,Sector-9 Ulwe,Granite,2,2,3,Residential Apartment
1150,,747,74,8,1,Unfurnished,Sector-18 Ulwe,Granite,2,2,3,Residential Apartment
,340,240,36,3,1,Unfurnished,Ekta Nagar,Vitrified,1,1,0,Other
525,480,380,30,1,1,Furnished,Nallasopara,Vitrified,1,1,2,Residential Apartment
,1152,950,375,25,1,Unfurnished,Parel,Ceramic,1,2,1,Residential Apartment
680,600,,32,4,,Unfurnished,Taloja Panchanand,Marble,2,1,3,Residential Apartment
,1330,,185,13,1,,Lokhandwala township,,3,3,1,Residential Apartment
406,,300,60.11,6,1,Unfurnished,Borivali (West),Vitrified,1,1,2,Other
,790,,95,1,,,Sector-8A Airoli,,2,2,0,Residential Apartment
800,775,651,75,7,1,Semifurnished,Sector 20 Kharghar,Vitrified,2,2,2,Residential Apartment
648,,,35,4,1,,Nilje Gaon,,1,1,1,Residential Apartment
1100,1000,650,215,9,1,Unfurnished,Andheri (West),Vitrified,2,2,0,Residential Apartment
695,,450,48,7,1,Unfurnished,Chandan Shanti,,2,1,3,Residential Apartment
,660,,128,6,,,Mulund (West),Vitrified,2,1,0,Residential Apartment
,,700,190,2,,Furnished,Himmat Nagar,Marble,2,2,1,Residential Apartment
1080,876,675,185,1,1,,a,Vitrified,2,2,1,Residential Apartment
650,550,450,85,8,1,Unfurnished,Kandivali (West),Vitrified,2,1,3,Residential Apartment
1250,,850,185,38,2,Semifurnished,Gokuldham,Vitrified,2,2,1,Residential Apartment
595,500,450,41,5,,,Hatkesh Udhog Nagar,Vitrified,1,1,1,Residential Apartment
,705,,49,7,1,,Dombivli (West),,1,2,1,Residential Apartment
840,,620,55,1,,Furnished,Bhayander (East),,1,2,0,Residential Apartment
1050,,700,78.75,7,2,Furnished,Bhayander (East),Vitrified,2,2,3,Residential Apartment
545,,,35,4,,Unfurnished,Sector-9 Kamothe,Marble,1,1,0,Residential Apartment
,370,,27,2,1,Semifurnished,Bhayander (East),,1,1,0,Other
500,,,90,6,1,,Ghatkopar West,,1,1,1,Residential Apartment
605,,440,58,7,,Furnished,Kasar vadavali,Vitrified,2,1,1,Residential Apartment
902,,564,55.5,3,1,Unfurnished,Thane West,Vitrified,2,2,0,Residential Apartment
1060,960,,56,8,1,Unfurnished,Taloja Panchanand,Marble,2,2,3,Residential Apartment
1305,1150,950,232,14,2,,Kandivali (East),Vitrified,3,3,0,Residential Apartment
505,,350,115,8,,Unfurnished,Bandra (East),Ceramic,1,1,1,Residential Apartment
,,768,145,4,1,Furnished,Amboli,,1,2,3,Residential Apartment
,545,465,69.99,4,,,Majiwada,Vitrified,1,1,0,Residential Apartment
964,,,125,19,1,Unfurnished,Thane West,Vitrified,2,2,0,Residential Apartment
,320,200,8.5,3,,Unfurnished,Taloja,,1,1,0,Independent/Builder Floor
,545,,20,1,,,Dombivli (East),,1,1,0,Residential Apartment
,,550,150,5,,,Sion (East),,2,2,0,Residential Apartment
,605,,35,3,1,,Chipale,,1,1,0,Residential Apartment
,,640,170,4,,Unfurnished,Malad (West),Vitrified,1,2,2,Residential Apartment
645,545,445,49,9,1,Unfurnished,Kamothe,Vitrified,1,1,3,Residential Apartment
,307,,8.5,2,1,Unfurnished,Panvel,,1,1,0,Other
,650,,75,4,1,Unfurnished,Kharghar,,2,2,2,Residential Apartment
950,,,47.5,5,1,Unfurnished,Adharwadi,Vitrified,2,2,2,Residential Apartment
,550,,66,2,,Furnished,Sector-6 Airoli,,1,1,1,Residential Apartment
770,,,95,1,,,Waghbil,,2,2,0,Residential Apartment
600,,400,35,4,,Unfurnished,Ulwe,Marble,1,1,2,Residential Apartment
,901,,72,6,,Unfurnished,Malvani,Vitrified,2,2,0,Residential Apartment
1000,,,95,1,1,,Sector 4 Kharghar,,2,2,2,Residential Apartment
,677,,210,3,1,,Kandivali (West),Marble,2,2,0,Residential Apartment
,905,,55,1,,Unfurnished,Dombivli (East),Ceramic,2,2,2,Residential Apartment
,1200,,140,,,,Motilal Nagar I,,1,2,0,Independent House/Villa
,330,,30,,1,Unfurnished,Sheetal Nagar,,1,1,0,Other
850,,680,49.5,1,1,,Shastri Nagar,Vitrified,1,1,2,Residential Apartment
575,,525,30,1,1,,Khopoli,,1,1,1,Residential Apartment
,525,480,23,4,1,Furnished,Virar East,Vitrified,1,1,1,Residential Apartment
,725,,18,7,,Unfurnished,Mumbra,,2,2,2,Residential Apartment
750,,,60,1,1,,Mira Road East,,2,2,0,Residential Apartment
,860,640,245,3,1,,Andheri (East),Marble,2,2,0,Residential Apartment
,615,,28.5,1,2,,Dombivli (East),Spartex,1,1,3,Residential Apartment
2200,1850,1650,230,3,2,Semifurnished,Sector 21 Nerul,Granite,3,3,1,Residential Apartment
,750,,70,1,,Semifurnished,Mira Road,,2,2,,Residential Apartment
,635,,41,11,2,Unfurnished,Khadakpada,Vitrified,1,1,2,Residential Apartment
,,700,60,2,,Unfurnished,Khadakpada,Vitrified,2,2,1,Residential Apartment
,490,,70,,,,Kandivali (West),Mosaic,1,1,,Residential Apartment
,814,,45.9,2,1,Furnished,Kalyan (West),Vitrified,2,2,2,Residential Apartment
,400,,22,1,1,Unfurnished,Kalyan (East),,1,1,0,Independent/Builder Floor
,605,,56,4,,,Uthalsar,,1,1,0,Residential Apartment
,540,,34,2,1,,Dombivli (East),,1,1,,Independent/Builder Floor
,,470,33,3,,,Bhayander (East),,1,1,,Residential Apartment
,636,,60,3,,Furnished,Koperkhairane,,1,1,1,Residential Apartment
,880,,55,1,1,,Shahad,Vitrified,2,2,1,Residential Apartment
,827,,44.5,10,1,Unfurnished,Kalyan (West),Vitrified,2,2,2,Residential Apartment
,,1085,220,26,2,Furnished,kavesar,Vitrified,3,3,1,Residential Apartment
,865,,46,3,1,Unfurnished,Kalyan (West),Vitrified,2,2,2,Residential Apartment
,742,,36,2,1,,Ulhasnagar,Vitrified,1,2,1,Residential Apartment
,890,,60,2,1,Unfurnished,Kalyan (West),Vitrified,2,2,3,Residential Apartment
,667,,30,4,,,Taloja Panchanand,,1,1,0,Residential Apartment
620,550,,40,,,,Sector-19 Belapur,Ceramic,1,1,0,Residential Apartment
610,500,,35,2,,Unfurnished,Ulwe,Spartex,1,1,2,Residential Apartment
,911,,48,4,1,,Taloja Panchanand,,2,2,3,Residential Apartment
580,520,350,65,2,,,Vashi,Ceramic,1,1,1,Residential Apartment
,565,,57,3,,,Thane West,Vitrified,2,1,0,Residential Apartment
,965,,80,5,,,Mira Road,,2,2,0,Residential Apartment
,,760,250,13,1,Furnished,Byculla,,3,2,0,Residential Apartment
,250,,8.5,,,Unfurnished,Dombivli (East),,1,1,0,Other
,,420,80,2,1,Furnished,Valmiki Nagar,Mosaic,1,1,0,Residential Apartment
660,,,92,,,Unfurnished,Borivali (East),Marble,1,1,0,Residential Apartment
2015,,,850,5,2,Furnished,Khar West,,3,3,0,Residential Apartment
,750,,45,4,1,Semifurnished,Bhayander (East),,1,1,1,Independent/Builder Floor
,270,180,27,,1,Unfurnished,Malad (West),Vitrified,1,1,0,Other
860,,615,89,4,1,Furnished,Sector-50 Seawoods,Vitrified,2,2,3,Residential Apartment
1240,,,105,10,1,,Mira Road,Marble,3,3,2,Residential Apartment
,650,520,37,4,1,,Vishnu Nagar,,1,1,0,Residential Apartment
,1200,,260,1,,Furnished,Mulund (West),,3,3,1,Residential Apartment
,340,,13,1,,Unfurnished,Koperkhairane,,1,1,0,Independent/Builder Floor
,400,310,65,4,20,,Majas Wadi,,1,1,0,Residential Apartment
,950,,100,4,1,Unfurnished,Sector-8A Airoli,,1,2,1,Residential Apartment
900,,,63,2,1,,Kalamboli,,2,2,3,Residential Apartment
900,,,85,1,1,,Majiwada,,2,2,3,Residential Apartment
,468,325,90,,,,Borivali (West),Ceramic,1,1,0,Residential Apartment
,845,580,175,10,,Furnished,Santacruz (East),,2,2,0,Residential Apartment
630,,,108,14,,Furnished,Rajiv Gandhi Nagar,Vitrified,2,1,3,Residential Apartment
,635,,40,1,,Unfurnished,Ulwe,,1,1,1,Residential Apartment
700,600,450,47,5,1,Unfurnished,Sector 23 Ulwe,Ceramic,1,1,2,Residential Apartment
645,545,420,44,4,,Unfurnished,Sector 20 Ulwe,Marble,1,1,1,Residential Apartment
,400,,45,3,1,,Sector-5 Kopar Khairane,,1,1,0,Residential Apartment
,885,,55,5,1,,Chanakya Nagar,Vitrified,2,2,1,Residential Apartment
1098,,828,68.99,8,1,Unfurnished,Dombivli (East),Wood,2,3,1,Residential Apartment
,505,,29.75,4,,Furnished,Nalasopara (West),Vitrified,1,1,0,Residential Apartment
,2140,2000,190,2,1,Semifurnished,Sector-10 Vashi,Vitrified,2,2,3,Independent House/Villa
,375,,10,3,1,Semifurnished,Virar East,,1,1,1,Other
650,,560,55,,1,Furnished,Vasai West,,2,2,1,Residential Apartment
,671,,70,3,1,,Sector 9 Airoli,,1,1,1,Residential Apartment
830,,,46,1,1,Unfurnished,Kalyan (West),Vitrified,2,2,2,Residential Apartment
1050,,700,55,6,1,Furnished,Kalyan (East),,2,2,2,Residential Apartment
,951,,49,5,1,Unfurnished,Taloja Panchanand,Marble,2,2,3,Residential Apartment
,850,600,140,3,1,Furnished,Kandivali (East),Vitrified,2,2,1,Residential Apartment
